gene_id	seqnames	start	end	width	strand
64660	chr11	5703983	5707699	3717	-
64661	chr7	30787905	30791083	3179	+
64685	chr2	51948499	51973208	24710	-
64697	chr19	12695790	12719896	24107	+
64704	chr6	83051267	83055273	4007	-
64705	chr15	39768485	39857470	88986	-
64706	chr15	83602583	83725039	122457	-
64707	chr2	3455815	3474986	19172	-
64817	chr4	58042796	58206596	163801	-
64818	chr15	101459061	101463765	4705	-
64833	chr15	20665214	20666750	1537	-
64898	chr17	71182560	71249818	67259	+
64899	chr2	160880670	160906000	25331	+
64918	chr13	93656097	93674302	18206	-
64929	chr14	103513341	103613346	100006	+
64930	chr2	28641233	28691172	49940	+
64931	chr9	14885814	14903951	18138	-
64933	chr8	22787354	22805654	18301	-
64934	chr11	3963975	3980004	16030	+
64945	chr5	5505015	5514976	9962	-
65019	chr11	97777526	97782439	4914	-
65020	chr7	12834810	12850584	15775	+
65079	chr16	18127706	18152408	24703	+
65086	chr3	146220961	146286214	65254	+
65098	chr7	84615054	84689853	74800	-
65099	chr9	82829806	82847688	17883	+
65100	chr14	122459160	122465658	6499	-
65102	chr1	58445267	58481816	36550	+
65103	chr2	53191432	53219221	27790	+
65105	chr5	124116108	124118195	2088	+
65106	chr6	97210792	97233315	22524	+
65107	chr14	54464147	54470291	6145	+
65111	chr3	88920803	88950282	29480	-
65112	chr2	173224465	173276533	52069	-
65113	chr18	38418975	38464839	45865	+
65114	chr8	85260392	85299497	39106	-
65115	chr8	104170513	104219097	48585	+
65116	chr7	45053607	45062422	8816	-
65221	chr19	10842544	10859362	16819	+
65246	chr14	70654246	70766628	112383	-
65247	chr1	91540565	91559590	19026	+
65254	chr5	30711564	30799369	87806	+
65255	chr6	5383386	5433021	49636	+
65256	chr12	103321142	103356001	34860	-
65257	chr11	30954398	31102704	148307	+
652925	chr5	9100737	9158080	57344	+
653016	chr17	45600967	45602102	1136	-
653030	chr11	103344753	103350126	5374	+
654309	chr12	87442848	87444017	1170	-
654318	chr4	116589733	116597630	7898	-
654359	chr11	75599646	75600231	586	-
654362	chr3	84965056	84965580	525	-
654409	chr2	129798369	129801459	3091	-
654424	chr3	35999913	36008828	8916	+
654440	chr10	128499247	128504242	4996	+
654449	chr6	130115516	130160771	45256	-
654452	chr8	19210462	19212760	2299	+
654453	chr8	20892667	20897723	5057	+
654454	chr1	18210053	18223564	13512	-
654455	chr8	20876499	20889113	12615	+
654456	chr8	19300677	19304794	4118	+
654457	chr2	152507756	152511736	3981	-
654458	chr14	63011771	63018088	6318	+
654459	chr2	152622356	152623053	698	-
654460	chr1	18236473	18237443	971	-
654462	chr4	115884400	115887882	3483	+
654464	chr1	18260524	18265138	4615	-
654465	chr14	62998077	63001160	3084	+
654470	chr5	122239495	122264460	24966	-
654472	chr11	26785108	26787859	2752	+
654494	chr5	87850359	87853012	2654	+
654498	chr15	65922443	65976804	54362	-
654795	chr14	55897285	55900232	2948	-
654796	chr5	28458274	28933995	475722	+
654800	chr9	122382022	122398801	16780	-
654801	chr7	5034446	5038446	4001	-
654802	chr19	7383003	7383557	555	+
654804	chr7	25376819	25566417	189599	+
654805	chr11	64433135	64436674	3540	-
654809	chr5	107698212	107703480	5269	-
654810	chr11	85235166	85238304	3139	+
654812	chr4	148495280	148500462	5183	-
654818	chr6	136829931	136835450	5520	-
654820	chrX	169975043	169978917	3875	-
654821	chr2	172450313	172458596	8284	-
654822	chr17	24404649	24414513	9865	-
654824	chr8	45996908	45999850	2943	-
65945	chr4	149586468	149648899	62432	+
65960	chr17	65921972	65951187	29216	-
65961	chr5	88554483	88556083	1601	+
65962	chr17	24639282	24650305	11024	-
65963	chr6	48833811	48841374	7564	-
65964	chr2	72285637	72442610	156974	+
65967	chr6	88257334	88446539	189206	-
65969	chr2	13276338	13491876	215539	-
65970	chr15	99778468	99875456	96989	-
65971	chr10	61171964	61188841	16878	+
65972	chr8	70762773	70766663	3891	-
65973	chr4	9449085	9669344	220260	-
66011	chr11	33211794	33513746	301953	-
66039	chr14	25923298	26207041	283744	-
66042	chr12	36314169	36318452	4284	+
66043	chr10	80142315	80145818	3504	+
66044	chr2	144599953	144768747	168795	+
66046	chr3	32737063	32751559	14497	+
66047	chr10	81264722	81266926	2205	-
66048	chr11	73175503	73177042	1540	-
66049	chr16	5008729	5013553	4825	-
66050	chr11	51685385	51688634	3250	-
66052	chr1	171129157	171150603	21447	-
66053	chr16	17086556	17111252	24697	-
66054	chr18	84667465	84685702	18238	-
66055	chr12	4817608	4827659	10052	+
66056	chr7	5015508	5018488	2981	+
66058	chr6	48841483	48845858	4376	+
66059	chr3	89246438	89249729	3292	+
66060	chr18	36348624	36402978	54355	+
66061	chr16	32419702	32428892	9191	+
66065	chr7	45554928	45567321	12394	+
66066	chr6	4003987	4008446	4460	+
66067	chr16	44738879	44746363	7485	-
66069	chr9	56950924	56983199	32276	+
66070	chr9	14500619	14510620	10002	+
66071	chr7	24587543	24608926	21384	+
66072	chr19	10500512	10525209	24698	-
66073	chr4	108834678	108862119	27442	+
66074	chr13	90089667	90114921	25255	+
66075	chr6	32792227	33060152	267926	-
66077	chr4	155831269	155833098	1830	+
66078	chr7	3693610	3701035	7426	+
66079	chr9	123021326	123023491	2166	+
66082	chr14	8002902	8056555	53654	+
66083	chr8	95715913	95719004	3092	+
66084	chr10	4403169	4432352	29184	-
66085	chr7	108934415	108941942	7528	+
66086	chr16	14299244	14317332	18089	-
66087	chr6	113514887	113531638	16752	-
66089	chr11	51623673	51635896	12224	-
66090	chr7	126776975	126780514	3540	+
66091	chr7	3617373	3620161	2789	+
66092	chr14	37120445	37135322	14878	-
66094	chr10	80852821	80855209	2389	-
66096	chr5	138255482	138259395	3914	+
66098	chr6	89383146	89595652	212507	-
66101	chr4	119300010	119320523	20514	-
66102	chr11	70454234	70459984	5751	-
66104	chrX	135208686	135210687	2002	-
66105	chr3	135438297	135467178	28882	+
66106	chrX	157698973	157752591	53619	+
66107	chr11	83746940	83752646	5707	+
66108	chr6	126821863	126849144	27282	-
66109	chr12	36014555	36042478	27924	-
66111	chr9	89699203	89705043	5841	-
66112	chr1	184786767	184811300	24534	-
66113	chr9	46268608	46271919	3312	+
66114	chr5	135064206	135065365	1160	+
66116	chr6	85910154	85915677	5524	-
66117	chr6	38534861	38539449	4589	+
66118	chr10	128821771	128877638	55868	+
66119	chr17	47686645	47688386	1742	-
66120	chr15	98724368	98728198	3831	-
66121	chr14	20703027	20704425	1399	+
66123	chr5	115631049	115631816	768	-
66124	chr7	44467980	44471658	3679	+
66125	chr10	13008450	13009183	734	+
66126	chr9	22112989	22117169	4181	-
66128	chr13	100735940	100744659	8720	-
66129	chr13	64291836	64312710	20875	-
66131	chr9	64281607	64304792	23186	+
66132	chr12	55302637	55382491	79855	+
66136	chr17	36954358	36958485	4128	-
66138	chr5	135052957	135064666	11710	-
66139	chr2	27061636	27072161	10526	-
66140	chr11	87109261	87124635	15375	+
66141	chr7	141009590	141010744	1155	-
66142	chrX	106015700	106022450	6751	+
66143	chr13	38645691	38659028	13338	-
66144	chr6	29467783	29470509	2727	+
66146	chr4	134802760	134853345	50586	-
66147	chr4	141066512	141078345	11834	-
66148	chr14	77826217	77874917	48701	-
66151	chr15	102459170	102462806	3637	+
66152	chr11	4701968	4704344	2377	-
66153	chr1	84839841	84900486	60646	+
66154	chr13	41016250	41022582	6333	+
66155	chr1	171288564	171294982	6419	-
66156	chr11	120598421	120608198	9778	+
66158	chrX	53642489	53643763	1275	-
66161	chr7	38262820	38271348	8529	-
66162	chr7	126696000	126696693	694	+
66163	chr9	21002737	21008837	6101	+
66164	chr8	107056877	107060928	4052	+
66165	chr7	133709333	133721145	11813	+
66166	chr3	90526849	90528835	1987	+
66167	chr9	109077988	109082381	4394	-
66168	chr15	76246807	76249904	3098	+
66169	chr5	23838944	23844145	5202	-
66170	chr2	129129700	129134111	4412	+
66171	chr8	71592184	71601092	8909	+
66172	chr11	70451931	70453726	1796	+
66174	chr12	112934291	112942142	7852	-
66175	chr14	30879257	30881610	2354	+
66176	chr11	115182832	115187316	4485	-
66177	chr9	20643318	20646790	3473	+
66179	chr11	121177593	121204648	27056	-
66180	chr11	100408750	100414819	6070	-
66181	chr2	112261926	112262898	973	+
66183	chr3	69819539	69859894	40356	-
66184	chr6	148354656	148355596	941	+
66185	chr4	11485958	11551143	65186	+
66190	chr7	98213660	98309527	95868	-
66191	chr18	76930027	76941614	11588	+
66192	chrX	74351276	74353618	2343	-
66193	chr4	135975602	135987244	11643	-
66194	chr15	75916463	75921560	5098	-
66195	chr3	92750151	92752338	2188	-
66196	chr11	84880220	84911131	30912	+
66197	chr13	51645232	51650662	5431	+
66198	chr3	94342099	94347352	5254	+
66199	chr9	57155041	57158299	3259	-
66200	chr14	101633766	101640471	6706	-
66201	chr10	14655333	14705489	50157	-
66202	chr9	122945089	122951000	5912	-
66203	chr3	93017807	93019060	1254	-
66204	chr12	85272398	85280435	8038	-
66205	chr2	60251993	60284484	32492	-
66206	chr19	21597313	21652791	55479	-
66208	chr1	191306797	191318118	11322	-
66209	chr4	59769647	59783855	14209	-
66211	chr17	24727829	24736149	8321	+
66212	chr4	47474661	47483233	8573	+
66213	chr11	46436947	46442721	5775	+
66214	chr14	79288750	79301635	12886	-
66218	chr15	58933810	58939489	5680	+
66220	chr2	30090944	30093635	2692	-
66222	chr13	32842092	32851185	9094	-
66223	chr6	71812997	71823784	10788	-
66225	chr10	120227060	120232070	5011	+
66226	chrX	166440755	166453140	12386	+
66229	chr17	46773907	46782656	8750	-
66230	chr3	8802146	8923857	121712	-
66231	chr14	13949012	13961313	12302	-
66233	chr4	117674686	117682225	7540	-
66234	chr8	64718145	64733578	15434	-
66235	chrX	159372195	159385699	13505	+
66236	chr5	114808196	114813976	5781	-
66237	chr17	35233763	35238768	5006	+
66240	chrX	142304753	142306198	1446	-
66241	chr1	136008219	136035030	26812	+
66242	chr14	20391231	20393555	2325	-
66244	chr12	69311543	69357176	45634	-
66245	chr7	4660521	4684963	24443	-
66246	chr14	50915374	50924893	9520	-
66248	chr3	54735539	54749795	14257	+
66249	chr11	17203200	17211589	8390	-
66251	chr15	83299740	83350247	50508	-
66253	chr10	13647055	13868830	221776	-
66254	chr13	106947129	106960224	13096	+
66255	chr18	80229756	80247102	17347	-
66256	chr3	88579641	88588413	8773	+
66257	chr9	108290457	108296496	6040	+
66258	chr5	129715528	129718691	3164	+
66259	chr4	138455148	138460126	4979	+
66260	chr4	129105530	129111626	6097	+
66261	chr1	82756649	82768456	11808	-
66262	chr1	93803965	93822100	18136	+
66263	chr10	86685527	86694806	9280	+
66264	chr4	129619274	129623908	4635	-
66266	chr12	54673467	54695865	22399	-
66268	chr9	22156846	22158354	1509	+
66269	chr8	107061484	107065644	4161	-
66270	chr15	25843298	25973696	130399	+
66271	chr7	90450712	90457208	6497	-
66272	chr12	81358853	81485137	126285	-
66273	chr7	97550331	97579497	29167	-
66274	chr11	78826595	78843899	17305	+
66276	chr19	8888883	8890759	1877	+
66277	chr6	90462626	90475221	12596	+
66278	chr5	53267106	53278540	11435	+
66279	chr9	37208223	37223228	15006	+
66282	chr8	66476346	66486530	10185	-
66283	chr6	87345653	87350915	5263	-
66284	chr6	87373365	87379494	6130	+
66286	chr18	65800578	65817657	17080	+
66289	chr1	174330518	174332877	2360	+
66290	chr4	63544765	63550701	5937	+
66291	chr4	34768672	34778359	9688	-
66292	chr3	95862652	95871484	8833	-
66293	chr11	116671660	116675798	4139	+
66294	chrX	74384720	74393274	8555	-
66296	chr2	120609382	120621559	12178	+
66297	chr1	42648200	42694825	46626	-
66298	chr8	21025545	21026517	973	+
66300	chr7	16272013	16273692	1680	-
66302	chr4	19575066	19606932	31867	+
66306	chr18	34758906	34773760	14855	+
66307	chr18	58659482	58679570	20089	+
66308	chr13	17695413	17699105	3693	+
66309	chr5	38260375	38269618	9244	+
66310	chr17	74299474	74323944	24471	-
66311	chr10	30194580	30200540	5961	-
66313	chr11	106820064	106920715	100652	-
66314	chr2	181497142	181517962	20821	+
66315	chr16	56048338	56190031	141694	+
66317	chr9	54717153	54734549	17397	-
66320	chr8	105326364	105329057	2694	+
66322	chr15	101447745	101453909	6165	+
66323	chr12	110667689	110682619	14931	-
66326	chr3	19508595	19610862	102268	+
66328	chr2	144823666	144824415	750	+
66329	chr13	49230831	49248706	17876	-
66330	chr11	83437694	83441232	3539	+
66332	chr3	48605731	48609100	3370	-
66333	chr7	97726379	97738247	11869	-
66335	chr15	38661904	38692444	30541	+
66336	chr13	49464059	49652731	188673	-
66337	chr10	39118808	39133895	15088	-
66338	chr11	62951193	62993095	41903	+
66340	chr7	30561866	30563184	1319	-
66341	chr10	82866626	82867929	1304	+
66343	chr1	119907899	119913168	5270	-
66344	chr3	92932979	92934096	1118	+
66346	chr15	81980540	81981563	1024	+
66349	chr7	25619414	25625550	6137	+
66350	chr3	129878606	129895825	17220	+
66352	chr1	164289800	164307484	17685	-
66353	chr3	94464985	94473591	8607	-
66354	chr12	87449910	87472299	22390	-
66355	chr13	45507444	45546386	38943	+
66356	chr7	118842218	118855998	13781	-
66357	chr3	130695917	130709444	13528	-
66358	chr11	67037880	67052618	14739	-
66359	chr1	178319153	178322693	3541	+
66361	chr3	10339956	10351301	11346	-
66362	chr4	45316630	45320603	3974	-
66364	chr9	73039718	73042782	3065	+
66365	chr7	92561149	92582294	21146	+
66366	chr2	156008125	156018279	10155	+
66367	chr7	27553290	27582098	28809	+
66368	chr3	116488964	116508175	19212	-
66369	chr8	106011478	106053840	42363	+
66371	chr3	10366973	10391005	24033	+
66373	chr6	56701063	56704699	3637	-
66374	chr10	80318255	80320548	2294	-
66375	chr12	72650353	72664828	14476	-
66377	chr3	51405479	51408955	3477	-
66379	chr15	99725618	99728136	2519	+
66380	chr11	99550132	99550863	732	-
66381	chr12	84417200	84418578	1379	+
66383	chr5	113772812	113778282	5471	+
66384	chr18	34331145	34336599	5455	+
66385	chr1	93343645	93367618	23974	+
66387	chr19	4000580	4003814	3235	+
66388	chr19	43753023	43768638	15616	+
66390	chr2	174465091	174472941	7851	-
66391	chr16	55973268	55974617	1350	-
66392	chr13	27383345	27390846	7502	-
66394	chr7	45062429	45078503	16075	+
66395	chr19	8989284	9076926	87643	+
66396	chr9	13246979	13292353	45375	+
66397	chr11	51763663	51791953	28291	+
66398	chr15	76899941	76901297	1357	+
66399	chr10	127022332	127030814	8483	-
66400	chr17	56997339	56999336	1998	+
66401	chr4	41465148	41480926	15779	+
66402	chr9	53850251	53853849	3599	+
66403	chr10	53596961	53609215	12255	+
66404	chr2	172440578	172469899	29322	+
66405	chr2	152687148	152687942	795	+
66406	chr19	6116004	6118586	2583	-
66407	chr4	126046928	126055536	8609	+
66408	chr4	40682078	40703194	21117	-
66409	chr16	11193037	11203292	10256	-
66410	chr13	66912098	66933072	20975	-
66411	chr7	30224131	30232029	7899	-
66412	chr7	68736994	68749238	12245	-
66413	chr14	14112185	14120904	8720	-
66414	chr10	94199009	94220948	21940	+
66416	chr17	33824572	33838316	13745	+
66419	chr19	4962306	4966995	4690	+
66420	chr10	80035953	80039659	3707	-
66421	chr3	145938032	145944826	6795	+
66422	chr7	127256959	127260667	3709	-
66423	chr8	13884788	13890271	5484	-
66425	chr1	171173264	171197035	23772	-
66427	chr8	107150661	107187470	36810	+
66431	chr11	120456604	120458063	1460	-
66432	chr8	106200438	106210933	10496	-
66433	chr4	3938888	3951382	12495	+
66435	chr14	118984985	119099434	114450	-
66437	chr5	136953275	136966234	12960	+
66438	chr7	30922372	30924181	1810	-
66439	chr19	46689906	46703382	13477	+
66440	chr4	62381576	62408623	27048	-
66441	chr6	131284389	131293244	8856	-
66442	chr2	69193895	69206213	12319	-
66443	chr17	56162491	56173955	11465	+
66445	chr15	76343523	76345934	2412	+
66446	chr9	123113231	123136129	22899	+
66447	chr1	167372384	167393797	21414	-
66448	chr4	155803618	155808829	5212	+
66449	chr16	4616466	4624946	8481	-
66451	chr4	118527275	118530217	2943	+
66454	chr4	149467572	149485172	17601	-
66455	chr5	138187535	138193894	6360	+
66456	chr11	64079484	64083259	3776	+
66457	chr2	94406707	94411680	4974	+
66459	chr6	57684739	57692078	7340	-
66460	chr2	164460971	164474464	13494	+
664608	chrX	37646501	37651327	4827	-
664609	chrX	37265375	37395620	130246	+
66461	chr2	90910713	90918050	7338	-
664610	chrX	37514535	37562282	47748	+
664619	chr18	17234483	17235482	1000	-
66462	chr8	70504296	70506739	2444	-
66464	chr4	132274375	132293330	18956	+
66467	chr17	6079828	6085485	5658	+
66468	chr18	74195299	74207818	12520	-
66469	chr4	154896430	154899043	2614	-
664702	chr17	32403014	32404808	1795	+
66471	chr3	95929257	95947387	18131	+
66473	chr8	111686510	111691010	4501	-
66475	chr13	90923122	90924732	1611	+
66477	chr19	47083471	47090625	7155	-
664779	chr19	12763528	12796123	32596	-
664783	chr10	58230651	58232675	2025	-
66479	chr13	97021864	97035254	13391	-
664793	chr13	11522052	11525682	3631	+
664799	chr2	173093609	173119525	25917	-
66480	chr14	18267823	18270986	3164	-
664805	chr18	76856405	76900342	43938	+
66481	chr2	180257379	180258444	1066	+
66482	chr13	30813918	30974047	160130	-
664829	chrX	26522657	26545565	22909	-
66483	chr12	69182734	69184067	1334	-
664837	chr5	26257762	26262188	4427	+
664862	chr13	12614065	12650395	36331	-
66487	chr14	31088129	31128930	40802	-
66488	chr6	86365683	86370058	4376	+
664883	chr12	46694517	46818775	124259	-
66489	chr2	39001581	39005131	3551	-
664903	chr4	132219893	132220589	697	-
66491	chr7	141471860	141475153	3294	-
66492	chr18	36793923	36799660	5738	+
66493	chr6	125192165	125194392	2228	+
66494	chr13	55322055	55325272	3218	+
66495	chr1	58586397	58595964	9568	+
66496	chr2	181187343	181188504	1162	+
664968	chr7	4784785	4789560	4776	-
66497	chr16	57302000	57606867	304868	-
66498	chr8	71469194	71476097	6904	+
664987	chr2	175061549	175067769	6221	-
664994	chr7	4877053	4895716	18664	+
66500	chr3	115938973	116007406	68434	-
665005	chr9	56027636	56031573	3938	+
66501	chr8	13550722	13562461	11740	-
66503	chr13	64248700	64268145	19446	+
665033	chr9	105856070	105960643	104574	-
665037	chr6	142814231	142833494	19264	+
66505	chr13	9684836	9765314	80479	-
66506	chr5	139823594	139826843	3250	-
66508	chr7	101905837	101911903	6067	+
665095	chr4	96444588	96507386	62799	-
66510	chr6	72359714	72366958	7245	-
66511	chr3	90498539	90509498	10960	-
665113	chr3	28263214	28670585	407372	+
665119	chr16	5147109	5183934	36826	+
66513	chr15	80133154	80161702	28549	+
66514	chr19	9111719	9135566	23848	-
66515	chr17	46650338	46664364	14027	+
665150	chr7	5220478	5221410	933	+
665155	chr12	55155104	55279329	124226	+
665180	chr6	38663069	38680865	17797	+
665186	chr4	134190804	134203004	12201	-
665194	chr5	119194313	119200018	5706	-
66520	chr6	13869074	13871483	2410	-
665205	chr2	177897163	177927850	30688	+
66521	chr10	33996555	34019616	23062	-
665210	chr17	18085057	18136643	51587	+
665211	chr2	177935993	177957288	21296	-
66522	chr8	70646436	70659738	13303	-
665227	chr17	18243570	18277566	33997	-
66523	chr8	124839355	124863029	23675	-
665239	chr12	54387733	54391318	3586	-
66525	chr7	28305826	28312046	6221	-
665255	chr7	5480456	5493851	13396	-
66526	chr4	107134162	107178366	44205	-
665268	chr9	58202897	58208808	5912	+
665270	chr5	32232708	32364356	131649	+
66528	chr11	115900139	115906269	6131	+
66530	chr17	56068253	56074989	6737	-
665306	chr8	10924427	10928457	4031	-
66531	chr8	116888685	116921436	32752	-
66532	chr6	147032537	147033518	982	+
66533	chr3	92868359	92870205	1847	-
66536	chr4	53011924	53022059	10136	+
66537	chr5	147860628	147875778	15151	+
665376	chr17	19362135	19394590	32456	+
665378	chr1	85199611	85213762	14152	+
66538	chr15	80260614	80264306	3693	-
665389	chr9	59951294	59959044	7751	+
66540	chr2	3713458	3782134	68677	+
66541	chr2	105904638	105965558	60921	+
66548	chr10	80339793	80348448	8656	-
66549	chr13	95350683	95375357	24675	-
66552	chr2	126890395	126933235	42841	-
665525	chr17	20419163	20420059	897	+
66556	chr19	5422804	5424979	2176	-
665562	chr16	16819713	16820196	484	-
665563	chr5	90931196	91021370	90175	+
66557	chr2	153875045	153895270	20226	+
665574	chr1	170298193	170306332	8140	-
66559	chr2	71453338	71525191	71854	+
66561	chr16	21152659	21153944	1286	-
665615	chr5	88268919	88282835	13917	+
66566	chr8	125734203	125748235	14033	+
66568	chr3	121155402	121171695	16294	-
66569	chr11	87033794	87074137	40344	-
66570	chr15	82233776	82244747	10972	-
66573	chr14	118875520	118925470	49951	-
66576	chr4	116066965	116075070	8106	-
665769	chr15	63880707	63889073	8367	+
665775	chr5	41787540	41844315	56776	-
66578	chr16	90719312	90727371	8060	-
665780	chr7	10900740	10905050	4311	-
665797	chr18	23217596	23217818	223	+
66580	chr2	140119881	140170558	50678	-
66583	chr19	41922980	41933314	10335	-
66585	chr4	130360132	130390030	29899	+
66586	chr2	132846666	132866768	20103	+
66587	chr5	24438440	24445235	6796	-
66588	chr4	114960613	114987228	26616	-
66589	chr2	167607639	167632005	24367	-
665891	chr11	99627229	99628239	1011	-
66590	chr8	84856986	84869257	12272	+
665902	chr7	11397915	11402318	4404	+
66591	chr17	46147385	46153551	6167	-
66592	chr4	43027690	43031384	3695	-
665927	chr8	21455427	21594465	139039	-
66593	chr5	123509766	123524164	14399	-
665931	chr12	75630925	75631749	825	-
665934	chr5	43151686	43235354	83669	-
66594	chr10	80402997	80406821	3825	-
665943	chr5	95775870	95804235	28366	+
66595	chr9	105395392	105405756	10365	+
66596	chr5	146948657	146955614	6958	+
66597	chr14	61598226	61605945	7720	+
665976	chr17	23004971	23006659	1689	+
66598	chr16	13671858	13678385	6528	+
66599	chr11	101627949	101636081	8133	+
665992	chr11	99780014	99780643	630	-
665998	chr11	99785200	99786257	1058	+
666002	chr17	23290934	23312313	21380	-
66601	chr11	76902159	76916586	14428	+
66602	chr2	119594296	119600744	6449	+
66603	chr12	59013391	59028470	15080	+
666040	chrX	135373284	135383393	10110	+
666043	chr9	21607084	21608329	1246	-
666048	chr4	114406724	114615098	208375	+
66605	chr10	100592386	100618391	26006	+
66606	chr2	120604238	120609508	5271	-
666060	chr4	45184906	45285936	101031	+
66607	chr19	11536849	11558466	21618	+
666085	chr7	12615233	12636134	20902	-
66609	chr16	91689322	91728802	39481	-
66610	chr11	95830072	95842476	12405	-
66611	chrX	152004584	152016295	11712	-
66612	chr11	98581294	98587245	5952	-
66614	chr3	88043106	88055994	12889	+
66615	chr1	93755033	93789529	34497	+
66616	chr17	5841380	5930711	89332	+
666168	chr4	115563649	115579015	15367	+
66617	chr2	30807977	30823014	15038	+
666173	chr15	35371546	35931229	559684	+
66618	chr6	86675169	86684491	9323	-
66620	chr1	42707063	42713454	6392	-
666202	chr3	48026012	48026759	748	-
66622	chr12	102757975	102777701	19727	+
66624	chr7	99837569	99858883	21315	-
666244	chrX	136974022	136976874	2853	-
66625	chr4	21847583	21876475	28893	+
66626	chr16	4765461	4790246	24786	-
666266	chr5	96921272	96934867	13596	+
66627	chr5	124112338	124115476	3139	+
666279	chr5	104170703	104180127	9425	+
66628	chr11	45945306	45955503	10198	-
66629	chr15	12321496	12351267	29772	+
66631	chr13	65065030	65112982	47953	-
666311	chr5	145283343	145291469	8127	+
666317	chr13	27849342	27857708	8367	+
66632	chr2	114516418	114654928	138511	-
666329	chr14	5163642	5522929	359288	+
666331	chr11	101610700	101615956	5257	+
66634	chr2	132816141	132844188	28048	+
666348	chr15	77698889	77719288	20400	+
66637	chr1	152370736	152386682	15947	-
66641	chr3	102995740	103003914	8175	+
66642	chr2	157737401	157891903	154503	+
666422	chr8	28083194	28084853	1660	-
66643	chr17	17402686	17459388	56703	+
66645	chr14	56722449	56778316	55868	-
66646	chr1	66700831	66719805	18975	+
666468	chr3	103643953	103646068	2116	-
66647	chr7	64871650	64873040	1391	-
66648	chr18	25127223	25168877	41655	-
66650	chr10	52391608	52404604	12997	+
666528	chr7	16071942	16096328	24387	+
66653	chr8	27123832	27128632	4801	-
66654	chr9	50557148	50561268	4121	-
66656	chr15	75894796	75909556	14761	-
66658	chr9	109082496	109093363	10868	+
666589	chr8	32151895	32181847	29953	+
66659	chr3	97158777	97176576	17800	+
66660	chr9	70542778	70592232	49455	+
66661	chr5	76974701	76999935	25235	+
66662	chr9	20607475	20617271	9797	+
66663	chr9	104046588	104063121	16534	-
66664	chr16	21934327	21947552	13226	-
66665	chr4	48539946	48561920	21975	+
666661	chr15	77618968	77627398	8431	+
66667	chr16	35770386	35828462	58077	+
666680	chr3	58652042	58654041	2000	+
666704	chr8	83997672	84000386	2715	+
66671	chr13	85189477	85213723	24247	+
66673	chr19	48206025	48805505	599481	+
666731	chr9	88839164	88848190	9027	+
666737	chr7	92740706	92741459	754	-
66674	chr14	61531851	61556886	25036	-
666744	chr14	44717167	44724987	7821	-
666747	chr9	89084624	89092835	8212	-
66676	chr18	46585928	46597535	11608	-
66679	chr2	173000117	173015739	15623	+
666794	chr13	46418300	46431099	12800	+
66680	chr2	163405822	163424697	18876	-
666803	chr3	59861051	59877313	16263	+
666806	chr12	87514316	87518265	3950	+
66681	chr5	64092950	64128158	35209	+
66682	chr8	3676477	3680921	4445	+
66684	chrX	136168984	136172251	3268	-
66686	chr10	52233619	52321377	87759	+
66687	chr10	115197871	115251493	53623	-
66689	chr12	64942440	64965536	23097	-
66690	chr16	8633731	8637701	3971	-
666907	chr19	11375488	11392915	17428	+
66691	chr2	34676983	34755232	78250	-
666919	chr17	5480989	5483069	2081	-
666921	chr4	121414735	121423099	8365	-
666926	chr19	11492038	11512577	20540	+
666927	chr4	121614004	121622125	8122	-
666938	chr5	67392147	67427799	35653	-
66694	chr13	30540312	30545316	5005	-
666945	chr8	86745699	86747060	1362	+
66695	chr13	49544443	49567562	23120	+
66696	chr15	36504062	36555572	51511	-
66700	chr6	71543854	71582608	38755	+
66701	chr10	128209910	128211794	1885	-
667034	chr14	50956141	50964749	8609	+
66704	chr19	4756525	4765941	9417	+
66705	chr17	24440768	24443101	2334	-
667055	chr17	7363712	7385305	21594	-
66706	chr9	108565865	108567342	1478	-
667060	chr3	64490821	64507685	16865	-
667063	chr4	120588745	120609672	20928	+
667067	chr7	20101158	20102081	924	+
667069	chr3	64537561	64559818	22258	-
66707	chr13	21467047	21468501	1455	-
66708	chr11	99555823	99556853	1031	-
66711	chr5	130245732	130255530	9799	-
667118	chr1	133655879	133660885	5007	-
66712	chr9	62270729	62282179	11451	-
667129	chr7	20509617	20510534	918	-
66713	chr11	20062304	20112951	50648	-
667135	chr7	20533837	22523890	1990054	+
66714	chr8	85408759	85432841	24083	-
66715	chr3	108940084	108960776	20693	+
66716	chr10	97693059	97694926	1868	+
66717	chr5	36484588	36488171	3584	+
667180	chr6	123385262	123418061	32800	-
667199	chr7	21349373	21350296	924	+
66720	chr11	100441924	100457024	15101	+
667213	chr5	109833501	109834142	642	-
667214	chr11	48946150	48979381	33232	-
667215	chr7	21272179	21273102	924	+
66722	chr1	69826970	70725132	898163	+
66724	chrX	85574022	85634469	60448	+
667240	chr7	21097569	21098513	945	-
66725	chr15	91673224	91816124	142901	+
667250	chr4	94593650	94600319	6670	+
667259	chr7	20232908	22229484	1996577	-
667262	chr7	20883198	20884121	924	-
667268	chr7	20872256	20873179	924	+
66727	chr19	7612569	7639238	26670	+
667273	chr7	20844098	20844985	888	-
667277	chr6	124570430	124581044	10615	+
667281	chr10	22158609	22288848	130240	+
66729	chr5	143890741	143895067	4327	-
667292	chr7	20702296	23251682	2549387	-
66730	chr2	179976853	179979013	2161	+
66732	chr14	95881266	95882775	1510	+
66733	chr8	119623854	119635680	11827	-
